image_id,xml_name,xml_basename,match_strategy,source_path,source_rel_frames,source_folder,source_filename,source_stem,source_extension,source_numeric_suffix,head_count
79,D02_20260420073459_001049.jpg,D02_20260420073459_001049.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001049s.jpg,diyas/batch_002/frame_001049s.jpg,diyas,frame_001049s.jpg,frame_001049s,.jpg,1049,26
80,D02_20260420073459_001050.jpg,D02_20260420073459_001050.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001050s.jpg,diyas/batch_002/frame_001050s.jpg,diyas,frame_001050s.jpg,frame_001050s,.jpg,1050,24
81,D02_20260420073459_001051.jpg,D02_20260420073459_001051.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001051s.jpg,diyas/batch_002/frame_001051s.jpg,diyas,frame_001051s.jpg,frame_001051s,.jpg,1051,26
82,D02_20260420073459_001052.jpg,D02_20260420073459_001052.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001052s.jpg,diyas/batch_002/frame_001052s.jpg,diyas,frame_001052s.jpg,frame_001052s,.jpg,1052,27
83,D02_20260420073459_001053.jpg,D02_20260420073459_001053.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001053s.jpg,diyas/batch_002/frame_001053s.jpg,diyas,frame_001053s.jpg,frame_001053s,.jpg,1053,28
84,D02_20260420073459_001054.jpg,D02_20260420073459_001054.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001054s.jpg,diyas/batch_002/frame_001054s.jpg,diyas,frame_001054s.jpg,frame_001054s,.jpg,1054,27
85,D02_20260420073459_001055.jpg,D02_20260420073459_001055.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001055s.jpg,diyas/batch_002/frame_001055s.jpg,diyas,frame_001055s.jpg,frame_001055s,.jpg,1055,28
86,D02_20260420073459_001056.jpg,D02_20260420073459_001056.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001056s.jpg,diyas/batch_002/frame_001056s.jpg,diyas,frame_001056s.jpg,frame_001056s,.jpg,1056,28
87,D02_20260420073459_001057.jpg,D02_20260420073459_001057.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001057s.jpg,diyas/batch_002/frame_001057s.jpg,diyas,frame_001057s.jpg,frame_001057s,.jpg,1057,26
88,D02_20260420073459_001058.jpg,D02_20260420073459_001058.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001058s.jpg,diyas/batch_002/frame_001058s.jpg,diyas,frame_001058s.jpg,frame_001058s,.jpg,1058,26
89,D02_20260420073459_001059.jpg,D02_20260420073459_001059.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001059s.jpg,diyas/batch_002/frame_001059s.jpg,diyas,frame_001059s.jpg,frame_001059s,.jpg,1059,25
90,D02_20260420073459_001060.jpg,D02_20260420073459_001060.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001060s.jpg,diyas/batch_002/frame_001060s.jpg,diyas,frame_001060s.jpg,frame_001060s,.jpg,1060,25
91,D02_20260420073459_001061.jpg,D02_20260420073459_001061.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001061s.jpg,diyas/batch_002/frame_001061s.jpg,diyas,frame_001061s.jpg,frame_001061s,.jpg,1061,25
92,D02_20260420073459_001062.jpg,D02_20260420073459_001062.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001062s.jpg,diyas/batch_002/frame_001062s.jpg,diyas,frame_001062s.jpg,frame_001062s,.jpg,1062,25
93,D02_20260420073459_001063.jpg,D02_20260420073459_001063.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001063s.jpg,diyas/batch_002/frame_001063s.jpg,diyas,frame_001063s.jpg,frame_001063s,.jpg,1063,26
94,D02_20260420073459_001064.jpg,D02_20260420073459_001064.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001064s.jpg,diyas/batch_002/frame_001064s.jpg,diyas,frame_001064s.jpg,frame_001064s,.jpg,1064,27
95,D02_20260420073459_001065.jpg,D02_20260420073459_001065.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001065s.jpg,diyas/batch_002/frame_001065s.jpg,diyas,frame_001065s.jpg,frame_001065s,.jpg,1065,27
96,D02_20260420073459_001066.jpg,D02_20260420073459_001066.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001066s.jpg,diyas/batch_002/frame_001066s.jpg,diyas,frame_001066s.jpg,frame_001066s,.jpg,1066,27
97,D02_20260420073459_001067.jpg,D02_20260420073459_001067.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001067s.jpg,diyas/batch_002/frame_001067s.jpg,diyas,frame_001067s.jpg,frame_001067s,.jpg,1067,28
98,D02_20260420073459_001068.jpg,D02_20260420073459_001068.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001068s.jpg,diyas/batch_002/frame_001068s.jpg,diyas,frame_001068s.jpg,frame_001068s,.jpg,1068,29
99,D02_20260420073459_001069.jpg,D02_20260420073459_001069.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001069s.jpg,diyas/batch_002/frame_001069s.jpg,diyas,frame_001069s.jpg,frame_001069s,.jpg,1069,28
100,D02_20260420073459_001070.jpg,D02_20260420073459_001070.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001070s.jpg,diyas/batch_002/frame_001070s.jpg,diyas,frame_001070s.jpg,frame_001070s,.jpg,1070,27
101,D02_20260420073459_001071.jpg,D02_20260420073459_001071.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001071s.jpg,diyas/batch_002/frame_001071s.jpg,diyas,frame_001071s.jpg,frame_001071s,.jpg,1071,26
102,D02_20260420073459_001072.jpg,D02_20260420073459_001072.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001072s.jpg,diyas/batch_002/frame_001072s.jpg,diyas,frame_001072s.jpg,frame_001072s,.jpg,1072,24
103,D02_20260420073459_001073.jpg,D02_20260420073459_001073.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001073s.jpg,diyas/batch_002/frame_001073s.jpg,diyas,frame_001073s.jpg,frame_001073s,.jpg,1073,24
104,D02_20260420073459_001074.jpg,D02_20260420073459_001074.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001074s.jpg,diyas/batch_002/frame_001074s.jpg,diyas,frame_001074s.jpg,frame_001074s,.jpg,1074,22
105,D02_20260420073459_001075.jpg,D02_20260420073459_001075.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001075s.jpg,diyas/batch_002/frame_001075s.jpg,diyas,frame_001075s.jpg,frame_001075s,.jpg,1075,21
106,D02_20260420073459_001076.jpg,D02_20260420073459_001076.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001076s.jpg,diyas/batch_002/frame_001076s.jpg,diyas,frame_001076s.jpg,frame_001076s,.jpg,1076,19
107,D02_20260420073459_001077.jpg,D02_20260420073459_001077.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001077s.jpg,diyas/batch_002/frame_001077s.jpg,diyas,frame_001077s.jpg,frame_001077s,.jpg,1077,19
108,D02_20260420073459_001078.jpg,D02_20260420073459_001078.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001078s.jpg,diyas/batch_002/frame_001078s.jpg,diyas,frame_001078s.jpg,frame_001078s,.jpg,1078,19
109,D02_20260420073459_001079.jpg,D02_20260420073459_001079.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001079s.jpg,diyas/batch_002/frame_001079s.jpg,diyas,frame_001079s.jpg,frame_001079s,.jpg,1079,19
110,D02_20260420073459_001080.jpg,D02_20260420073459_001080.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001080s.jpg,diyas/batch_002/frame_001080s.jpg,diyas,frame_001080s.jpg,frame_001080s,.jpg,1080,21
113,D02_20260420073459_001083.jpg,D02_20260420073459_001083.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001083s.jpg,diyas/batch_002/frame_001083s.jpg,diyas,frame_001083s.jpg,frame_001083s,.jpg,1083,20
116,D02_20260420073459_001086.jpg,D02_20260420073459_001086.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001086s.jpg,diyas/batch_002/frame_001086s.jpg,diyas,frame_001086s.jpg,frame_001086s,.jpg,1086,22
119,D02_20260420073459_001089.jpg,D02_20260420073459_001089.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001089s.jpg,diyas/batch_002/frame_001089s.jpg,diyas,frame_001089s.jpg,frame_001089s,.jpg,1089,23
120,D02_20260420073459_001090.jpg,D02_20260420073459_001090.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001090s.jpg,diyas/batch_002/frame_001090s.jpg,diyas,frame_001090s.jpg,frame_001090s,.jpg,1090,25
121,D02_20260420073459_001091.jpg,D02_20260420073459_001091.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001091s.jpg,diyas/batch_002/frame_001091s.jpg,diyas,frame_001091s.jpg,frame_001091s,.jpg,1091,25
122,D02_20260420073459_001092.jpg,D02_20260420073459_001092.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001092s.jpg,diyas/batch_002/frame_001092s.jpg,diyas,frame_001092s.jpg,frame_001092s,.jpg,1092,25
123,D02_20260420073459_001093.jpg,D02_20260420073459_001093.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001093s.jpg,diyas/batch_002/frame_001093s.jpg,diyas,frame_001093s.jpg,frame_001093s,.jpg,1093,24
124,D02_20260420073459_001094.jpg,D02_20260420073459_001094.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001094s.jpg,diyas/batch_002/frame_001094s.jpg,diyas,frame_001094s.jpg,frame_001094s,.jpg,1094,26
125,D02_20260420073459_001095.jpg,D02_20260420073459_001095.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001095s.jpg,diyas/batch_002/frame_001095s.jpg,diyas,frame_001095s.jpg,frame_001095s,.jpg,1095,25
126,D02_20260420073459_001096.jpg,D02_20260420073459_001096.jpg,source_numeric,frames_with_people\diyas\batch_002\frame_001096s.jpg,diyas/batch_002/frame_001096s.jpg,diyas,frame_001096s.jpg,frame_001096s,.jpg,1096,25
